Date,District,Year,Month,DayOfWeek,Rape_Time,Kidnapping and Abduction_Time,Dowry Deaths_Time,Assault on women with intent to outrage her modesty_Time,Insult to modesty of Women_Time,Cruelty by Husband or his Relatives_Time,Importation of Girls_Time,Attempt to commit Rape_Time,Literacy_Rate,Unemployment_Rate,Avg_Income,Police_Stations,Hospitals,Schools,Area,Rape,Kidnapping and Abduction,Dowry Deaths,Assault on women with intent to outrage her modesty,Insult to modesty of Women,Cruelty by Husband or his Relatives,Importation of Girls,Attempt to commit Rape,SafetyScore
2015-04-15,North West,2015,4,2,20.0,19,23.0,19,14.0,23.0,,2.0,84.5,5.3,300000,14,8,300.0,442.0,323,495,10,1183,520,172,0,5,1.0000000000000004
2010-05-31,North West,2010,5,0,22.0,21,13.0,18,11.0,23.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,150,324,11,538,48,159,0,0,3.192065257693734
2011-01-12,North West,2011,1,2,23.0,19,21.0,19,20.0,21.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,152,246,19,452,129,134,0,0,3.3374119391916945
2018-02-17,North West,2018,2,5,23.0,20,20.0,0,12.0,23.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,323,495,10,1183,520,172,0,5,1.0000000000000004
2006-02-26,North West,2006,2,6,22.0,21,6.0,20,14.0,23.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,323,495,10,1183,520,172,0,5,1.0000000000000004
2017-02-04,North West,2017,2,5,4.0,19,16.0,21,9.0,18.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,162,179,19,150,132,146,0,0,3.847608453837597
2022-02-23,North West,2022,2,2,3.0,21,16.0,2,11.0,21.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,133,264,10,426,50,123,0,0,3.524286243974787
2020-11-26,North West,2020,11,3,23.0,19,7.0,1,9.0,23.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,129,195,10,133,68,159,0,0,3.9870226177233965
2004-03-07,North West,2004,3,6,2.0,18,23.0,21,16.0,22.0,,21.0,84.5,5.3,300000,14,8,300.0,442.0,323,495,10,1183,520,172,0,5,1.0000000000000004
2023-11-19,North West,2023,11,6,21.0,18,22.0,19,21.0,20.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,323,495,10,1183,520,172,0,5,1.0000000000000004
2011-06-22,North West,2011,6,2,23.0,22,16.0,19,17.0,23.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,125,222,21,325,133,139,0,0,3.585094549499444
2018-02-18,North West,2018,2,6,22.0,19,15.0,23,21.0,21.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,138,195,19,392,62,171,0,0,3.567296996662959
2008-01-03,North West,2008,1,3,0.0,21,16.0,2,14.0,21.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,151,312,16,202,81,161,0,0,3.6473859844271415
2007-05-27,North West,2007,5,6,3.0,21,19.0,18,19.0,23.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,150,219,16,231,108,122,0,0,3.761586948461253
2019-08-05,North West,2019,8,0,20.0,22,18.0,20,19.0,19.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,132,265,12,158,101,166,0,0,3.7793845012977383
2009-01-20,North West,2009,1,1,21.0,23,11.0,21,10.0,18.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,128,310,13,201,109,146,0,0,3.671116054875788
2014-09-30,North West,2014,9,1,0.0,23,11.0,2,18.0,21.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,140,314,16,499,96,146,0,0,3.220244716351502
2018-01-15,North West,2018,1,0,3.0,23,23.0,22,10.0,22.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,123,299,13,484,78,126,0,0,3.3507601038190584
2011-04-25,North West,2011,4,0,4.0,23,8.0,19,15.0,20.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,132,186,15,480,68,168,0,0,3.460511679644049
2017-02-11,North West,2017,2,5,23.0,21,6.0,1,21.0,22.0,,2.0,84.5,5.3,300000,14,8,300.0,442.0,323,495,10,1183,520,172,0,5,1.0000000000000004
2013-05-21,North West,2013,5,1,1.0,18,16.0,2,9.0,23.0,,3.0,84.5,5.3,300000,14,8,300.0,442.0,323,495,10,1183,520,172,0,5,1.0000000000000004
2004-03-23,North West,2004,3,1,21.0,21,22.0,0,17.0,22.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,116,310,20,356,51,147,0,0,3.533185020393029
2009-10-08,North West,2009,10,3,23.0,23,7.0,2,16.0,21.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,156,256,15,164,135,154,0,0,3.711160548757879
2021-09-04,North West,2021,9,5,21.0,20,13.0,20,14.0,18.0,,1.0,84.5,5.3,300000,14,8,300.0,442.0,323,495,10,1183,520,172,0,5,1.0000000000000004
2008-10-23,North West,2008,10,3,3.0,19,8.0,23,20.0,23.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,134,203,13,470,111,118,0,0,3.460511679644049
2008-03-17,North West,2008,3,0,1.0,18,12.0,2,14.0,23.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,153,175,14,369,82,168,0,0,3.5910270671116056
2017-04-12,North West,2017,4,2,0.0,20,9.0,19,21.0,20.0,,2.0,84.5,5.3,300000,14,8,300.0,442.0,323,495,10,1183,520,172,0,5,1.0000000000000004
2008-07-07,North West,2008,7,0,3.0,19,14.0,2,14.0,23.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,108,242,20,466,114,142,0,0,3.396737115313311
2005-04-10,North West,2005,4,6,2.0,20,8.0,0,18.0,20.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,97,242,11,238,75,179,0,0,3.7675194660734146
2005-11-16,North West,2005,11,2,2.0,22,15.0,1,17.0,23.0,,0.0,84.5,5.3,300000,14,8,300.0,442.0,323,495,10,1183,520,172,0,5,1.0000000000000004
2012-09-16,North West,2012,9,6,4.0,20,17.0,20,18.0,20.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,139,284,19,528,45,122,0,0,3.3299962921764923
2016-05-21,North West,2016,5,5,22.0,19,21.0,20,12.0,23.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,126,250,18,216,45,173,0,0,3.7882832777159807
2022-05-20,North West,2022,5,4,4.0,21,21.0,22,15.0,19.0,,3.0,84.5,5.3,300000,14,8,300.0,442.0,323,495,10,1183,520,172,0,5,1.0000000000000004
2018-11-25,North West,2018,11,6,20.0,23,6.0,23,19.0,18.0,,22.0,84.5,5.3,300000,14,8,300.0,442.0,323,495,10,1183,520,172,0,5,1.0000000000000004
2009-04-11,North West,2009,4,5,20.0,23,8.0,2,12.0,20.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,147,247,17,507,69,177,0,0,3.289951798294401
2008-10-02,North West,2008,10,3,4.0,18,9.0,2,13.0,21.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,115,215,12,197,87,133,0,0,3.8906192065257694
2014-06-07,North West,2014,6,5,4.0,22,19.0,2,9.0,19.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,113,327,21,471,124,123,0,0,3.267704857248795
2024-06-09,North West,2024,6,6,0.0,20,12.0,2,17.0,22.0,,0.0,84.5,5.3,300000,14,8,300.0,442.0,323,495,10,1183,520,172,0,5,1.0000000000000004
2008-03-18,North West,2008,3,1,0.0,18,12.0,23,10.0,19.0,,21.0,84.5,5.3,300000,14,8,300.0,442.0,323,495,10,1183,520,172,0,5,1.0000000000000004
2024-10-21,North West,2024,10,0,0.0,21,7.0,0,15.0,18.0,,1.0,84.5,5.3,300000,14,8,300.0,442.0,323,495,10,1183,520,172,0,5,1.0000000000000004
2012-08-15,North West,2012,8,2,3.0,20,20.0,22,21.0,22.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,162,234,16,273,40,132,0,0,3.7452725250278087
2004-09-12,North West,2004,9,6,0.0,21,8.0,0,16.0,23.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,106,285,18,457,125,161,0,0,3.3077493511308864
2005-05-20,North West,2005,5,4,5.0,20,13.0,0,21.0,21.0,,21.0,84.5,5.3,300000,14,8,300.0,442.0,323,495,10,1183,520,172,0,5,1.0000000000000004
2024-12-20,North West,2024,12,4,5.0,21,20.0,19,19.0,21.0,,22.0,84.5,5.3,300000,14,8,300.0,442.0,323,495,10,1183,520,172,0,5,1.0000000000000004
2023-06-16,North West,2023,6,4,22.0,22,20.0,1,14.0,22.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,97,192,19,519,51,119,0,0,3.5376344086021505
2006-08-01,North West,2006,8,1,21.0,20,6.0,22,15.0,20.0,,3.0,84.5,5.3,300000,14,8,300.0,442.0,323,495,10,1183,520,172,0,5,1.0000000000000004
2023-09-30,North West,2023,9,5,0.0,20,13.0,2,17.0,19.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,149,222,11,279,114,135,0,0,3.666666666666667
2004-04-13,North West,2004,4,1,21.0,20,19.0,2,17.0,20.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,150,198,15,353,137,152,0,0,3.5257693733778273
2016-08-08,North West,2016,8,0,20.0,23,6.0,20,13.0,20.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,139,307,15,310,137,145,0,0,3.4545791620318873
2017-04-17,North West,2017,4,0,23.0,21,7.0,0,12.0,22.0,,3.0,84.5,5.3,300000,14,8,300.0,442.0,323,495,10,1183,520,172,0,5,1.0000000000000004
2021-10-20,North West,2021,10,2,4.0,20,11.0,1,14.0,21.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,139,284,16,446,42,132,0,0,3.445680385613645
2020-12-22,North West,2020,12,1,2.0,19,9.0,1,20.0,22.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,135,191,18,309,68,134,0,0,3.7482387838338895
2016-08-17,North West,2016,8,2,5.0,22,9.0,2,20.0,21.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,158,290,16,467,95,130,0,0,3.301816833518725
2011-03-24,North West,2011,3,3,3.0,21,9.0,21,21.0,18.0,,2.0,84.5,5.3,300000,14,8,300.0,442.0,323,495,10,1183,520,172,0,5,1.0000000000000004
2008-04-30,North West,2008,4,2,4.0,19,13.0,21,18.0,23.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,111,288,13,516,116,155,0,0,3.2380422691879867
2013-04-12,North West,2013,4,4,22.0,23,18.0,1,14.0,20.0,,21.0,84.5,5.3,300000,14,8,300.0,442.0,323,495,10,1183,520,172,0,5,1.0000000000000004
2018-09-28,North West,2018,9,4,1.0,21,18.0,0,14.0,21.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,120,260,19,491,117,162,0,0,3.2825361512791993
2019-05-12,North West,2019,5,6,23.0,21,9.0,1,18.0,22.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,117,265,14,154,73,168,0,0,3.843159065628476
2023-09-17,North West,2023,9,6,3.0,20,9.0,20,13.0,18.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,143,212,16,311,61,157,0,0,3.6814979606970706
2017-05-12,North West,2017,5,4,23.0,22,7.0,21,15.0,23.0,,1.0,84.5,5.3,300000,14,8,300.0,442.0,323,495,10,1183,520,172,0,5,1.0000000000000004
2020-12-11,North West,2020,12,4,5.0,19,17.0,1,17.0,20.0,,23.0,84.5,5.3,300000,14,8,300.0,442.0,323,495,10,1183,520,172,0,5,1.0000000000000004
2019-05-25,North West,2019,5,5,1.0,18,14.0,2,19.0,18.0,,3.0,84.5,5.3,300000,14,8,300.0,442.0,323,495,10,1183,520,172,0,5,1.0000000000000004
2016-12-12,North West,2016,12,0,3.0,21,12.0,1,15.0,23.0,,23.0,84.5,5.3,300000,14,8,300.0,442.0,323,495,10,1183,520,172,0,5,1.0000000000000004
2022-09-09,North West,2022,9,4,21.0,22,9.0,19,12.0,19.0,,4.0,84.5,5.3,300000,14,8,300.0,442.0,323,495,10,1183,520,172,0,5,1.0000000000000004
2004-06-03,North West,2004,6,3,0.0,18,21.0,2,9.0,22.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,96,257,19,537,107,159,0,0,3.2736373748609564
2005-10-15,North West,2005,10,5,23.0,20,20.0,22,21.0,19.0,,0.0,84.5,5.3,300000,14,8,300.0,442.0,323,495,10,1183,520,172,0,5,1.0000000000000004
2017-02-01,North West,2017,2,2,20.0,23,11.0,1,11.0,21.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,160,207,18,411,118,173,0,0,3.404152762328513
2023-05-08,North West,2023,5,0,21.0,22,21.0,0,17.0,22.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,141,302,19,230,117,171,0,0,3.5628476084538376
2004-04-08,North West,2004,4,3,3.0,18,19.0,19,16.0,20.0,,1.0,84.5,5.3,300000,14,8,300.0,442.0,323,495,10,1183,520,172,0,5,1.0000000000000004
2009-08-04,North West,2009,8,1,3.0,23,8.0,22,11.0,18.0,,5.0,84.5,5.3,300000,14,8,300.0,442.0,323,495,10,1183,520,172,0,5,1.0000000000000004
2007-05-14,North West,2007,5,0,0.0,22,21.0,21,9.0,20.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,323,495,10,1183,520,172,0,5,1.0000000000000004
2017-12-05,North West,2017,12,1,2.0,21,11.0,21,19.0,22.0,,23.0,84.5,5.3,300000,14,8,300.0,442.0,323,495,10,1183,520,172,0,5,1.0000000000000004
2018-07-09,North West,2018,7,0,2.0,22,19.0,19,16.0,23.0,,0.0,84.5,5.3,300000,14,8,300.0,442.0,323,495,10,1183,520,172,0,5,1.0000000000000004
2020-05-26,North West,2020,5,1,23.0,21,23.0,22,9.0,22.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,139,206,19,235,56,137,0,0,3.8416759362254354
2005-12-14,North West,2005,12,2,3.0,20,8.0,0,10.0,20.0,,5.0,84.5,5.3,300000,14,8,300.0,442.0,323,495,10,1183,520,172,0,5,1.0000000000000004
2008-02-12,North West,2008,2,1,22.0,20,11.0,0,16.0,21.0,,2.0,84.5,5.3,300000,14,8,300.0,442.0,323,495,10,1183,520,172,0,5,1.0000000000000004
2019-06-13,North West,2019,6,3,2.0,22,8.0,0,19.0,23.0,,1.0,84.5,5.3,300000,14,8,300.0,442.0,323,495,10,1183,520,172,0,5,1.0000000000000004
2021-06-04,North West,2021,6,4,23.0,21,23.0,1,16.0,23.0,,0.0,84.5,5.3,300000,14,8,300.0,442.0,323,495,10,1183,520,172,0,5,1.0000000000000004
2005-02-19,North West,2005,2,5,22.0,19,8.0,23,16.0,20.0,,5.0,84.5,5.3,300000,14,8,300.0,442.0,323,495,10,1183,520,172,0,5,1.0000000000000004
2013-12-14,North West,2013,12,5,22.0,22,10.0,22,13.0,19.0,,23.0,84.5,5.3,300000,14,8,300.0,442.0,323,495,10,1183,520,172,0,5,1.0000000000000004
2005-04-14,North West,2005,4,3,20.0,22,8.0,1,10.0,20.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,126,281,15,307,64,167,0,0,3.592510196514646
2012-05-03,North West,2012,5,3,3.0,18,14.0,2,21.0,18.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,125,249,12,325,54,159,0,0,3.645902855024101
2015-04-16,North West,2015,4,3,4.0,23,16.0,23,12.0,21.0,,4.0,84.5,5.3,300000,14,8,300.0,442.0,323,495,10,1183,520,172,0,5,1.0000000000000004
2024-05-24,North West,2024,5,4,23.0,20,15.0,2,16.0,23.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,153,228,17,445,87,178,0,0,3.3730070448646643
2014-04-08,North West,2014,4,1,22.0,20,7.0,22,18.0,19.0,,2.0,84.5,5.3,300000,14,8,300.0,442.0,323,495,10,1183,520,172,0,5,1.0000000000000004
2016-08-05,North West,2016,8,4,5.0,23,10.0,23,19.0,21.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,158,272,14,290,109,176,0,0,3.5050055617352616
2004-02-09,North West,2004,2,0,0.0,22,10.0,19,17.0,23.0,,22.0,84.5,5.3,300000,14,8,300.0,442.0,323,495,10,1183,520,172,0,5,1.0000000000000004
2018-06-30,North West,2018,6,5,1.0,19,13.0,1,12.0,23.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,150,273,16,354,126,120,0,0,3.475342973674453
2014-11-10,North West,2014,11,0,2.0,22,16.0,1,12.0,21.0,,3.0,84.5,5.3,300000,14,8,300.0,442.0,323,495,10,1183,520,172,0,5,1.0000000000000004
2013-08-13,North West,2013,8,1,22.0,20,13.0,0,16.0,22.0,,2.0,84.5,5.3,300000,14,8,300.0,442.0,323,495,10,1183,520,172,0,5,1.0000000000000004
2018-11-08,North West,2018,11,3,1.0,19,19.0,0,10.0,23.0,,22.0,84.5,5.3,300000,14,8,300.0,442.0,323,495,10,1183,520,172,0,5,1.0000000000000004
2012-04-17,North West,2012,4,1,20.0,18,17.0,0,13.0,18.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,156,297,21,282,133,162,0,0,3.457545420837968
2008-03-31,North West,2008,3,0,20.0,22,6.0,2,15.0,21.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,110,177,17,130,98,121,0,0,4.047830923248053
2006-12-17,North West,2006,12,6,21.0,19,9.0,1,9.0,18.0,,1.0,84.5,5.3,300000,14,8,300.0,442.0,323,495,10,1183,520,172,0,5,1.0000000000000004
2006-09-20,North West,2006,9,2,20.0,23,13.0,0,12.0,19.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,154,188,17,435,128,149,0,0,3.4278828327771595
2004-02-11,North West,2004,2,2,22.0,23,19.0,19,18.0,21.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,142,324,11,269,50,136,0,0,3.6340378197997776
2013-07-25,North West,2013,7,3,23.0,22,10.0,2,20.0,19.0,,5.0,84.5,5.3,300000,14,8,300.0,442.0,323,495,10,1183,520,172,0,5,1.0000000000000004
2016-10-01,North West,2016,10,5,20.0,22,13.0,23,13.0,22.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,147,293,21,422,103,131,0,0,3.3596588802373004
2010-04-26,North West,2010,4,0,20.0,20,9.0,0,11.0,18.0,,22.0,84.5,5.3,300000,14,8,300.0,442.0,323,495,10,1183,520,172,0,5,1.0000000000000004
2019-09-15,North West,2019,9,6,21.0,22,8.0,18,21.0,23.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,134,289,21,508,64,150,0,0,3.2869855394883203
2016-04-22,North West,2016,4,4,4.0,18,23.0,20,20.0,23.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,103,254,21,391,109,164,0,0,3.4708935854653316
2004-04-01,North West,2004,4,3,21.0,21,21.0,1,15.0,20.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,323,495,10,1183,520,172,0,5,1.0000000000000004
2022-10-26,North West,2022,10,2,20.0,20,17.0,19,14.0,22.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,155,229,16,455,102,176,0,0,3.335928809788654
2016-10-26,North West,2016,10,2,21.0,21,15.0,2,15.0,18.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,116,301,16,150,94,147,0,0,3.7942157953281423
2022-05-03,North West,2022,5,1,20.0,18,19.0,19,18.0,19.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,156,185,13,289,135,148,0,0,3.64293659621802
2006-11-21,North West,2006,11,1,1.0,18,14.0,0,16.0,20.0,,2.0,84.5,5.3,300000,14,8,300.0,442.0,323,495,10,1183,520,172,0,5,1.0000000000000004
2018-05-12,North West,2018,5,5,20.0,19,12.0,21,17.0,21.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,323,495,10,1183,520,172,0,5,1.0000000000000004
2020-12-18,North West,2020,12,4,3.0,23,23.0,0,14.0,23.0,,0.0,84.5,5.3,300000,14,8,300.0,442.0,323,495,10,1183,520,172,0,5,1.0000000000000004
2006-06-10,North West,2006,6,5,0.0,22,11.0,20,11.0,22.0,,21.0,84.5,5.3,300000,14,8,300.0,442.0,323,495,10,1183,520,172,0,5,1.0000000000000004
2021-12-07,North West,2021,12,1,3.0,23,7.0,0,11.0,22.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,151,188,21,251,96,121,0,0,3.7882832777159807
2024-09-10,North West,2024,9,1,22.0,19,19.0,0,17.0,23.0,,3.0,84.5,5.3,300000,14,8,300.0,442.0,323,495,10,1183,520,172,0,5,1.0000000000000004
2008-02-01,North West,2008,2,4,3.0,19,14.0,0,14.0,22.0,,2.0,84.5,5.3,300000,14,8,300.0,442.0,323,495,10,1183,520,172,0,5,1.0000000000000004
2012-08-09,North West,2012,8,3,21.0,20,20.0,1,13.0,20.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,130,232,13,276,126,118,0,0,3.688913607712273
2010-10-18,North West,2010,10,0,0.0,18,14.0,19,10.0,18.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,323,495,10,1183,520,172,0,5,1.0000000000000004
2014-04-12,North West,2014,4,5,1.0,23,6.0,1,9.0,20.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,133,222,17,166,93,157,0,0,3.847608453837597
2007-09-03,North West,2007,9,0,2.0,18,18.0,0,18.0,19.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,139,176,18,257,111,142,0,0,3.7660363366703744
2008-12-21,North West,2008,12,6,21.0,18,8.0,18,12.0,20.0,,1.0,84.5,5.3,300000,14,8,300.0,442.0,323,495,10,1183,520,172,0,5,1.0000000000000004
2009-12-18,North West,2009,12,4,21.0,20,10.0,2,16.0,18.0,,4.0,84.5,5.3,300000,14,8,300.0,442.0,323,495,10,1183,520,172,0,5,1.0000000000000004
2010-01-25,North West,2010,1,0,23.0,21,16.0,19,20.0,18.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,119,281,18,528,85,175,0,0,3.227660363366704
2016-05-02,North West,2016,5,0,1.0,22,16.0,2,13.0,23.0,,5.0,84.5,5.3,300000,14,8,300.0,442.0,323,495,10,1183,520,172,0,5,1.0000000000000004
2017-06-23,North West,2017,6,4,4.0,23,7.0,23,18.0,19.0,,23.0,84.5,5.3,300000,14,8,300.0,442.0,323,495,10,1183,520,172,0,5,1.0000000000000004
2008-10-20,North West,2008,10,0,20.0,23,23.0,0,19.0,20.0,,22.0,84.5,5.3,300000,14,8,300.0,442.0,323,495,10,1183,520,172,0,5,1.0000000000000004
2020-01-18,North West,2020,1,5,20.0,21,8.0,2,9.0,22.0,,3.0,84.5,5.3,300000,14,8,300.0,442.0,323,495,10,1183,520,172,0,5,1.0000000000000004
2013-11-04,North West,2013,11,0,21.0,18,11.0,1,13.0,23.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,118,297,14,146,105,158,0,0,3.773451983685576
2011-01-23,North West,2011,1,6,5.0,19,20.0,18,11.0,21.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,98,274,12,455,119,159,0,0,3.3596588802373004
2014-10-04,North West,2014,10,5,20.0,22,23.0,20,15.0,19.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,158,272,17,457,88,173,0,0,3.288468668891361
2004-11-07,North West,2004,11,6,22.0,22,11.0,2,20.0,18.0,,2.0,84.5,5.3,300000,14,8,300.0,442.0,323,495,10,1183,520,172,0,5,1.0000000000000004
2019-01-01,North West,2019,1,1,21.0,22,13.0,0,12.0,18.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,132,268,12,216,61,169,0,0,3.743789395624768
2009-02-04,North West,2009,2,2,3.0,21,6.0,22,18.0,22.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,101,190,20,281,136,160,0,0,3.6992955135335555
2008-08-22,North West,2008,8,4,0.0,18,20.0,2,12.0,21.0,,21.0,84.5,5.3,300000,14,8,300.0,442.0,323,495,10,1183,520,172,0,5,1.0000000000000004
2014-11-12,North West,2014,11,2,21.0,21,8.0,0,14.0,18.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,115,225,19,327,70,129,0,0,3.7037449017426773
2007-07-01,North West,2007,7,6,3.0,18,14.0,0,17.0,19.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,111,228,15,188,92,166,0,0,3.829810901001112
2008-04-27,North West,2008,4,6,5.0,23,18.0,0,15.0,19.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,147,265,17,331,102,120,0,0,3.559881349647757
2010-06-02,North West,2010,6,2,5.0,19,17.0,20,21.0,21.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,323,495,10,1183,520,172,0,5,1.0000000000000004
2007-01-16,North West,2007,1,1,5.0,22,23.0,1,11.0,20.0,,3.0,84.5,5.3,300000,14,8,300.0,442.0,323,495,10,1183,520,172,0,5,1.0000000000000004
2018-08-01,North West,2018,8,2,1.0,20,22.0,21,20.0,20.0,,1.0,84.5,5.3,300000,14,8,300.0,442.0,323,495,10,1183,520,172,0,5,1.0000000000000004
2019-12-09,North West,2019,12,0,5.0,21,7.0,18,9.0,18.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,151,264,12,502,69,162,0,0,3.295884315906563
2019-05-03,North West,2019,5,4,20.0,22,21.0,1,14.0,18.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,141,256,12,252,85,157,0,0,3.6770485724879496
2021-01-11,North West,2021,1,0,23.0,22,6.0,2,17.0,21.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,136,282,20,239,130,163,0,0,3.5776789024842417
2013-12-30,North West,2013,12,0,20.0,20,19.0,1,9.0,19.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,144,262,21,411,60,147,0,0,3.4664441972562106
2014-03-22,North West,2014,3,5,22.0,19,11.0,2,16.0,23.0,,21.0,84.5,5.3,300000,14,8,300.0,442.0,323,495,10,1183,520,172,0,5,1.0000000000000004
2018-06-06,North West,2018,6,2,21.0,18,23.0,0,11.0,19.0,,0.0,84.5,5.3,300000,14,8,300.0,442.0,323,495,10,1183,520,172,0,5,1.0000000000000004
2018-09-13,North West,2018,9,3,1.0,20,6.0,23,16.0,22.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,145,230,17,408,137,128,0,0,3.4367816091954024
2016-09-07,North West,2016,9,2,22.0,21,12.0,0,18.0,22.0,,23.0,84.5,5.3,300000,14,8,300.0,442.0,323,495,10,1183,520,172,0,5,1.0000000000000004
2011-09-21,North West,2011,9,2,20.0,20,7.0,18,17.0,21.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,110,223,11,166,112,178,0,0,3.829810901001112
2011-08-04,North West,2011,8,3,4.0,19,20.0,22,12.0,19.0,,0.0,84.5,5.3,300000,14,8,300.0,442.0,323,495,10,1183,520,172,0,5,1.0000000000000004
2018-03-30,North West,2018,3,4,0.0,22,19.0,2,16.0,18.0,,22.0,84.5,5.3,300000,14,8,300.0,442.0,323,495,10,1183,520,172,0,5,1.0000000000000004
2019-04-03,North West,2019,4,2,20.0,20,15.0,0,14.0,22.0,,21.0,84.5,5.3,300000,14,8,300.0,442.0,323,495,10,1183,520,172,0,5,1.0000000000000004
2008-02-08,North West,2008,2,4,22.0,23,19.0,2,21.0,20.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,112,320,10,494,69,161,0,0,3.2869855394883203
2005-05-19,North West,2005,5,3,4.0,22,15.0,20,9.0,20.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,161,286,16,342,132,121,0,0,3.447163515016685
2007-01-28,North West,2007,1,6,4.0,19,13.0,21,21.0,19.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,97,311,20,279,119,145,0,0,3.576195773081201
2004-08-07,North West,2004,8,5,0.0,22,18.0,18,15.0,20.0,,20.0,84.5,5.3,300000,14,8,300.0,442.0,323,495,10,1183,520,172,0,5,1.0000000000000004
