Date,Year,District,Rape,Rape_Time,Kidnapping and Abduction,Kidnapping and Abduction_Time,Dowry Deaths,Dowry Deaths_Time,Assault on women with intent to outrage her modesty,Assault on women with intent to outrage her modesty_Time,Insult to modesty of Women,Insult to modesty of Women_Time,Cruelty by Husband or his Relatives,Cruelty by Husband or his Relatives_Time,Importation of Girls,Importation of Girls_Time,Attempt to commit Rape,Attempt to commit Rape_Time,Literacy_Rate,Unemployment_Rate,Avg_Income,Latitude,Longitude,Police_Stations,Hospitals,Schools,Area,TotalCrimes,DayOfWeek,Month,IsWeekend
2006-01-18,2006,North,79,1239.0,68,1218,11,1072.0,59,140,13,671.0,126,1436.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,356,2,1,0
2012-08-17,2012,North,79,1392.0,68,1389,11,1415.0,59,0,13,1224.0,126,1151.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,356,4,8,0
2023-05-06,2023,North,194,265.0,330,1222,14,486.0,419,27,128,838.0,403,1412.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,1488,5,5,1
2017-10-20,2017,North,194,1268.0,330,1276,14,1105.0,419,1387,128,1172.0,403,1246.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,1488,4,10,0
2008-11-21,2008,North,194,1306.0,330,1095,14,618.0,419,1160,128,951.0,403,1427.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,1488,4,11,0
2024-04-12,2024,North,194,1225.0,330,1142,14,432.0,419,1169,128,1267.0,403,1231.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,1488,4,4,0
2006-03-27,2006,North,194,139.0,330,1179,14,437.0,419,172,128,847.0,403,1189.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,1488,0,3,0
2008-08-11,2008,North,79,277.0,68,1406,11,909.0,59,43,13,807.0,126,1172.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,356,0,8,0
2009-06-17,2009,North,79,1309.0,68,1380,11,696.0,59,1129,13,822.0,126,1438.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,356,2,6,0
2015-07-19,2015,North,79,118.0,68,1174,11,1077.0,59,1380,13,916.0,126,1274.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,356,6,7,1
2004-06-23,2004,North,79,1412.0,68,1097,11,1007.0,59,173,13,959.0,126,1225.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,356,2,6,0
2024-06-05,2024,North,79,1279.0,68,1081,11,899.0,59,100,13,1039.0,126,1294.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,356,2,6,0
2013-05-11,2013,North,194,105.0,330,1431,14,447.0,419,1135,128,568.0,403,1422.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,1488,5,5,1
2023-06-09,2023,North,194,298.0,330,1258,14,1054.0,419,1427,128,663.0,403,1162.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,1488,4,6,0
2017-08-23,2017,North,79,1356.0,68,1192,11,1220.0,59,1304,13,1095.0,126,1219.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,356,2,8,0
2024-08-08,2024,North,79,1309.0,68,1417,11,840.0,59,36,13,692.0,126,1249.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,356,3,8,0
2004-10-23,2004,North,194,346.0,330,1371,14,369.0,419,60,128,1135.0,403,1339.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,1488,5,10,1
2006-04-09,2006,North,194,1258.0,330,1176,14,679.0,419,1343,128,857.0,403,1136.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,1488,6,4,1
2021-10-14,2021,North,79,1348.0,68,1083,11,858.0,59,36,13,940.0,126,1194.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,356,3,10,0
2018-12-23,2018,North,194,186.0,330,1365,14,390.0,419,107,128,644.0,403,1246.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,1488,6,12,1
2024-05-10,2024,North,79,1354.0,68,1098,11,766.0,59,1255,13,640.0,126,1281.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,356,4,5,0
2023-07-28,2023,North,194,110.0,330,1336,14,810.0,419,1176,128,1005.0,403,1199.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,1488,4,7,0
2019-03-07,2019,North,194,1422.0,330,1111,14,713.0,419,1333,128,873.0,403,1219.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,1488,3,3,0
2011-12-04,2011,North,194,200.0,330,1150,14,451.0,419,1109,128,1240.0,403,1178.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,1488,6,12,1
2024-08-23,2024,North,194,326.0,330,1266,14,396.0,419,47,128,582.0,403,1147.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,1488,4,8,0
2022-03-26,2022,North,194,1400.0,330,1361,14,1035.0,419,1160,128,1020.0,403,1170.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,1488,5,3,1
2021-11-26,2021,North,194,134.0,330,1128,14,1040.0,419,60,128,622.0,403,1275.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,1488,4,11,0
2021-05-09,2021,North,79,210.0,68,1200,11,440.0,59,99,13,1085.0,126,1434.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,356,6,5,1
2016-11-21,2016,North,79,1249.0,68,1338,11,685.0,59,1287,13,1070.0,126,1128.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,356,0,11,0
2023-05-12,2023,North,194,262.0,330,1428,14,1342.0,419,136,128,1204.0,403,1311.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,1488,4,5,0
2012-05-02,2012,North,79,1284.0,68,1346,11,1250.0,59,15,13,597.0,126,1185.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,356,2,5,0
2004-09-12,2004,North,79,227.0,68,1155,11,1387.0,59,161,13,850.0,126,1176.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,356,6,9,1
2012-01-16,2012,North,79,1201.0,68,1329,11,988.0,59,1124,13,1176.0,126,1207.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,356,0,1,0
2021-03-19,2021,North,79,1424.0,68,1153,11,1193.0,59,1332,13,777.0,126,1282.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,356,4,3,0
2010-02-10,2010,North,79,1226.0,68,1238,11,379.0,59,21,13,944.0,126,1344.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,356,2,2,0
2011-03-14,2011,North,194,57.0,330,1321,14,1291.0,419,166,128,750.0,403,1326.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,1488,0,3,0
2008-07-11,2008,North,79,195.0,68,1127,11,613.0,59,3,13,1190.0,126,1193.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,356,4,7,0
2021-04-05,2021,North,79,1379.0,68,1376,11,785.0,59,34,13,1106.0,126,1155.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,356,0,4,0
2017-10-18,2017,North,194,1347.0,330,1293,14,1055.0,419,15,128,775.0,403,1199.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,1488,2,10,0
2015-03-06,2015,North,194,211.0,330,1267,14,379.0,419,47,128,661.0,403,1139.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,1488,4,3,0
2009-01-17,2009,North,194,137.0,330,1304,14,870.0,419,1234,128,897.0,403,1285.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,1488,5,1,1
2022-07-10,2022,North,194,257.0,330,1194,14,1256.0,419,129,128,763.0,403,1124.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,1488,6,7,1
2018-07-17,2018,North,194,94.0,330,1337,14,1285.0,419,1190,128,1302.0,403,1220.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,1488,1,7,0
2022-03-27,2022,North,194,94.0,330,1310,14,1036.0,419,1134,128,992.0,403,1098.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,1488,6,3,1
2012-10-29,2012,North,194,152.0,330,1248,14,555.0,419,51,128,1018.0,403,1209.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,1488,0,10,0
2007-07-24,2007,North,79,1237.0,68,1423,11,1329.0,59,18,13,1265.0,126,1367.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,356,1,7,0
2019-05-17,2019,North,79,1401.0,68,1302,11,1312.0,59,55,13,887.0,126,1130.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,356,4,5,0
2019-03-25,2019,North,79,1203.0,68,1314,11,580.0,59,141,13,727.0,126,1407.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,356,0,3,0
2008-03-12,2008,North,79,1277.0,68,1241,11,938.0,59,125,13,920.0,126,1128.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,356,2,3,0
2008-06-10,2008,North,194,1303.0,330,1418,14,748.0,419,94,128,1103.0,403,1086.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,1488,1,6,0
2022-11-18,2022,North,194,130.0,330,1281,14,1263.0,419,1299,128,594.0,403,1340.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,1488,4,11,0
2004-12-29,2004,North,194,1314.0,330,1314,14,894.0,419,1285,128,1148.0,403,1331.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,1488,2,12,0
2022-07-03,2022,North,79,52.0,68,1178,11,550.0,59,1370,13,1249.0,126,1108.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,356,6,7,1
2015-05-12,2015,North,79,1409.0,68,1244,11,476.0,59,23,13,647.0,126,1264.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,356,1,5,0
2004-01-11,2004,North,79,209.0,68,1277,11,1134.0,59,97,13,1059.0,126,1143.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,356,6,1,1
2013-05-02,2013,North,79,300.0,68,1235,11,1416.0,59,25,13,624.0,126,1212.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,356,3,5,0
2018-09-01,2018,North,194,1385.0,330,1189,14,431.0,419,1297,128,716.0,403,1219.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,1488,5,9,1
2021-08-04,2021,North,79,1327.0,68,1304,11,875.0,59,76,13,948.0,126,1235.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,356,2,8,0
2010-03-28,2010,North,79,105.0,68,1370,11,807.0,59,2,13,1046.0,126,1109.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,356,6,3,1
2020-06-24,2020,North,79,1429.0,68,1391,11,671.0,59,1368,13,946.0,126,1176.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,356,2,6,0
2024-11-22,2024,North,194,244.0,330,1381,14,444.0,419,1140,128,798.0,403,1191.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,1488,4,11,0
2007-11-25,2007,North,194,300.0,330,1257,14,1300.0,419,1208,128,1085.0,403,1148.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,1488,6,11,1
2022-12-02,2022,North,194,1398.0,330,1339,14,1287.0,419,8,128,1074.0,403,1086.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,1488,4,12,0
2012-11-14,2012,North,79,1395.0,68,1329,11,1376.0,59,1212,13,1050.0,126,1225.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,356,2,11,0
2011-12-13,2011,North,194,286.0,330,1345,14,543.0,419,94,128,810.0,403,1109.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,1488,1,12,0
2018-09-17,2018,North,79,1315.0,68,1104,11,596.0,59,1226,13,898.0,126,1332.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,356,0,9,0
2009-02-12,2009,North,194,87.0,330,1201,14,655.0,419,1428,128,815.0,403,1142.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,1488,3,2,0
2007-05-16,2007,North,79,172.0,68,1287,11,615.0,59,153,13,1197.0,126,1336.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,356,2,5,0
2014-03-07,2014,North,194,8.0,330,1100,14,698.0,419,1172,128,970.0,403,1119.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,1488,4,3,0
2013-12-08,2013,North,79,1209.0,68,1088,11,596.0,59,142,13,1099.0,126,1207.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,356,6,12,1
2019-03-09,2019,North,79,176.0,68,1293,11,602.0,59,70,13,667.0,126,1323.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,356,5,3,1
2015-02-04,2015,North,79,1340.0,68,1414,11,400.0,59,79,13,1301.0,126,1226.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,356,2,2,0
2016-09-24,2016,North,194,350.0,330,1337,14,614.0,419,128,128,739.0,403,1111.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,1488,5,9,1
2015-06-05,2015,North,79,308.0,68,1316,11,831.0,59,1211,13,940.0,126,1115.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,356,4,6,0
2015-07-31,2015,North,194,138.0,330,1415,14,660.0,419,95,128,745.0,403,1250.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,1488,4,7,0
2016-05-21,2016,North,194,1266.0,330,1204,14,725.0,419,75,128,1112.0,403,1108.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,1488,5,5,1
2023-04-30,2023,North,79,1258.0,68,1367,11,700.0,59,120,13,563.0,126,1425.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,356,6,4,1
2016-02-11,2016,North,194,1403.0,330,1279,14,463.0,419,1365,128,1184.0,403,1346.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,1488,3,2,0
2015-07-12,2015,North,194,278.0,330,1412,14,1405.0,419,1214,128,763.0,403,1136.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,1488,6,7,1
2012-05-13,2012,North,79,291.0,68,1200,11,1172.0,59,116,13,1062.0,126,1436.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,356,6,5,1
2005-07-12,2005,North,79,261.0,68,1293,11,1326.0,59,43,13,716.0,126,1091.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,356,1,7,0
2010-12-17,2010,North,194,1269.0,330,1426,14,1110.0,419,166,128,781.0,403,1332.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,1488,4,12,0
2005-10-12,2005,North,79,1256.0,68,1383,11,570.0,59,1153,13,1224.0,126,1394.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,356,2,10,0
2015-05-02,2015,North,194,1344.0,330,1138,14,1053.0,419,76,128,859.0,403,1107.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,1488,5,5,1
2022-03-21,2022,North,194,3.0,330,1368,14,1257.0,419,1414,128,1069.0,403,1203.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,1488,0,3,0
2008-03-10,2008,North,194,83.0,330,1288,14,765.0,419,1310,128,1259.0,403,1429.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,1488,0,3,0
2020-05-07,2020,North,79,331.0,68,1268,11,553.0,59,30,13,1007.0,126,1319.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,356,3,5,0
2021-08-21,2021,North,79,1288.0,68,1365,11,941.0,59,29,13,1085.0,126,1152.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,356,5,8,1
2019-03-03,2019,North,194,1424.0,330,1437,14,1089.0,419,26,128,1162.0,403,1352.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,1488,6,3,1
2014-12-13,2014,North,79,38.0,68,1408,11,1325.0,59,1251,13,805.0,126,1232.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,356,5,12,1
2021-07-02,2021,North,79,1259.0,68,1130,11,754.0,59,1362,13,974.0,126,1153.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,356,4,7,0
2015-08-06,2015,North,194,1424.0,330,1221,14,1072.0,419,1231,128,815.0,403,1100.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,1488,3,8,0
2011-06-22,2011,North,194,259.0,330,1128,14,726.0,419,1366,128,701.0,403,1159.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,1488,2,6,0
2007-11-20,2007,North,79,68.0,68,1249,11,1209.0,59,21,13,1006.0,126,1419.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,356,1,11,0
2022-06-21,2022,North,79,153.0,68,1088,11,481.0,59,43,13,690.0,126,1438.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,356,1,6,0
2007-08-01,2007,North,194,62.0,330,1253,14,1411.0,419,139,128,928.0,403,1181.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,1488,2,8,0
2018-01-18,2018,North,194,255.0,330,1399,14,853.0,419,148,128,693.0,403,1241.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,1488,3,1,0
2007-05-07,2007,North,194,1294.0,330,1350,14,1073.0,419,73,128,1114.0,403,1366.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,1488,0,5,0
2022-11-07,2022,North,79,1257.0,68,1183,11,930.0,59,120,13,549.0,126,1426.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,356,0,11,0
2022-01-05,2022,North,79,316.0,68,1367,11,1286.0,59,1381,13,836.0,126,1433.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,356,2,1,0
2015-02-16,2015,North,194,347.0,330,1352,14,1049.0,419,111,128,957.0,403,1394.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,1488,0,2,0
2024-03-25,2024,North,194,1307.0,330,1367,14,1016.0,419,100,128,1163.0,403,1380.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,1488,0,3,0
2021-12-30,2021,North,79,317.0,68,1396,11,756.0,59,1383,13,821.0,126,1422.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,356,3,12,0
2024-08-21,2024,North,194,164.0,330,1148,14,771.0,419,44,128,1023.0,403,1158.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,1488,2,8,0
2024-05-22,2024,North,79,1425.0,68,1204,11,495.0,59,130,13,805.0,126,1139.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,356,2,5,0
2009-08-08,2009,North,194,271.0,330,1151,14,393.0,419,116,128,1033.0,403,1433.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,1488,5,8,1
2015-03-02,2015,North,79,1333.0,68,1148,11,573.0,59,1195,13,1132.0,126,1113.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,356,0,3,0
2015-02-09,2015,North,194,57.0,330,1196,14,1222.0,419,1210,128,955.0,403,1297.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,1488,0,2,0
2007-11-12,2007,North,194,1326.0,330,1295,14,491.0,419,173,128,1009.0,403,1360.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,1488,0,11,0
2014-07-14,2014,North,194,294.0,330,1418,14,1408.0,419,1404,128,1121.0,403,1116.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,1488,0,7,0
2011-07-30,2011,North,79,1321.0,68,1278,11,631.0,59,176,13,616.0,126,1348.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,356,5,7,1
2020-10-24,2020,North,194,1350.0,330,1362,14,1436.0,419,65,128,871.0,403,1257.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,1488,5,10,1
2014-09-03,2014,North,79,273.0,68,1287,11,1213.0,59,1326,13,1067.0,126,1170.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,356,2,9,0
2019-04-19,2019,North,194,173.0,330,1234,14,704.0,419,1131,128,1316.0,403,1118.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,1488,4,4,0
2013-04-26,2013,North,79,1227.0,68,1160,11,1195.0,59,79,13,1066.0,126,1261.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,356,4,4,0
2019-07-30,2019,North,194,1200.0,330,1268,14,658.0,419,1100,128,680.0,403,1089.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,1488,1,7,0
2004-06-20,2004,North,79,160.0,68,1380,11,1398.0,59,1383,13,978.0,126,1292.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,356,6,6,1
2005-01-29,2005,North,79,1391.0,68,1228,11,930.0,59,41,13,843.0,126,1389.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,356,5,1,1
2021-08-05,2021,North,194,93.0,330,1348,14,995.0,419,1176,128,1108.0,403,1187.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,1488,3,8,0
2024-10-19,2024,North,194,115.0,330,1166,14,1275.0,419,60,128,887.0,403,1136.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,1488,5,10,1
2007-12-23,2007,North,79,1208.0,68,1156,11,880.0,59,1338,13,782.0,126,1269.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,356,6,12,1
2019-01-16,2019,North,79,184.0,68,1372,11,1066.0,59,1128,13,697.0,126,1242.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,356,2,1,0
2007-05-21,2007,North,194,204.0,330,1132,14,1118.0,419,38,128,1132.0,403,1348.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,1488,0,5,0
2014-09-27,2014,North,194,292.0,330,1402,14,1015.0,419,1112,128,954.0,403,1302.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,1488,5,9,1
2019-01-05,2019,North,194,330.0,330,1133,14,895.0,419,130,128,785.0,403,1278.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,1488,5,1,1
2021-02-16,2021,North,79,1331.0,68,1144,11,1337.0,59,159,13,1117.0,126,1260.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,356,1,2,0
2017-07-26,2017,North,79,1246.0,68,1382,11,1215.0,59,27,13,1317.0,126,1278.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,356,2,7,0
2019-02-27,2019,North,194,326.0,330,1339,14,1087.0,419,44,128,779.0,403,1308.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,1488,2,2,0
2022-09-26,2022,North,194,24.0,330,1214,14,1422.0,419,98,128,756.0,403,1217.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,1488,0,9,0
2015-09-18,2015,North,194,319.0,330,1081,14,577.0,419,1398,128,1275.0,403,1328.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,1488,4,9,0
2015-09-24,2015,North,79,195.0,68,1315,11,1013.0,59,1219,13,551.0,126,1328.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,356,3,9,0
2015-06-02,2015,North,194,145.0,330,1155,14,1280.0,419,1243,128,727.0,403,1154.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,1488,1,6,0
2022-07-06,2022,North,79,229.0,68,1218,11,1343.0,59,63,13,631.0,126,1333.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,356,2,7,0
2013-07-17,2013,North,194,244.0,330,1120,14,875.0,419,1313,128,1155.0,403,1223.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,1488,2,7,0
2005-07-21,2005,North,79,163.0,68,1206,11,888.0,59,1228,13,765.0,126,1203.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,356,3,7,0
2015-12-21,2015,North,79,99.0,68,1235,11,393.0,59,1188,13,958.0,126,1311.0,0,,0,747.5991379310345,88.0,4.8,370000,28.75,77.2,9,5,210.0,60.0,356,0,12,0
